id,objective_id,title_en_GB
5562,3308,"explore and develop concept by using concrete materials and the number line and by drawing diagrams to illustrate examples, leading to the development of analgorithm"
5563,3309,explore and record the relationship between the natural numbers and their multiples
5564,3310,construct diagrams
5565,3310,record and relate to square numbers
5566,3311,16 = 4 x 4 = 4 to the power of 2
5567,3312,explore and record factors and multiples to identify common factors and multiples
5568,3314,1000 = 10 x 10 x 10 = 10 to the power of 3
5569,3314,8 = 2 x 2 x 2 = 2 to the power of 3
5570,3316,36.92 divided by 2.6; 27.6 divided by 0.2
5571,3316,"explore the concept of division by decimals with concrete materials, money and measurement"
5572,3316,understand that division does not always make smaller
5573,3317,7852 divided by 26
5574,3317,develop and extend the use of existing algorithms
5575,3318,estimate calculations and compute answers with a calculator
5576,3318,use strategies for estimation
5577,3319,7.25 x 1.5; 13.2 x 0.75
5578,3319,develop and extend the use of existing algorithms
5579,3319,understand that multiplication does not always make larger
5580,3322,"round decimals to one, two or three decimal places"
5581,3325,"complete the construction of triangles, given two sides and the angle between them or given two angles and the line between them"
5582,3326,measure the circumference of a circle or object such as a rolling-pin or wheel e.g. use a piece of string
5583,3326,relate the diameter of a circle to its circumference by measurement
5584,3328,use geoboards and squared paper
5585,3335,cut off the four corners of a paper quadrilateral and put them together to make 360 degrees
5586,3335,measure the angles in a variety of quadrilaterals and calculate their sums
5587,3337,identify types of angles in the environment
5588,3338,computer software can be used where appropriate discuss results
5589,3338,"pupils make their own patterns using gummed paper shapes; two colours, two shapes, two sizes"
5590,3338,"using a range of objects, e.g. cubes or threading beads continue the pattern, what comes next?"
5591,3339,enough/more/as many as/less
5592,3340,"children identify the numerical correspondence between the pictures and the objects, e.g. the set of children who had an apple for lunch"
5593,3340,children represent the chosen set concretely and pictorially
5594,3341,"sort collections on the basis of colour, shape, size,texture and function"
5595,3342,add similar objects to a clearly defined set
5596,3342,sort collections of objects
5597,3343,"categorise objects such as things I like/don't like,"
5598,3343,red things/things that are not red
5599,3344,"compare pairs of identical objects that differ in length, noting the need for a baseline or common starting point"
5600,3344,"compare pairs of pencils; how does each differ from the next? long/short, longer/shorter"
5601,3345,more than and less than
5602,3346,"match equivalent and non-equivalent sets to establish the concept of more than, less than, enough, as many as"
5603,3346,"match pairs of identical objects in one-to-one correspondence: lollipop sticks, Unifix cubes"
5604,3346,"match pairs of related objects in one-to-one correspondence: putting out knives and forks, buttoning coats, putting lids on pans"
5605,3347,examine three objects and describe how each object differs from the preceding one
5606,3347,order new objects to make a set like a given one
5607,3347,"order objects by length or height, starting with a different object each time"
5608,3349,do you think the jar holds more sand than the cup?
5609,3349,emphasise that full means full to the top
5610,3349,present simple problems:
5611,3349,use a variety of containers; discuss
5612,3349,will all the water from the jug go into the glass?
5613,3350,"fill and empty containers of various sizes, discuss"
5614,3350,full/nearly full/empty/holds more/holds less/holds as much as
5615,3350,use smaller containers to fill larger containers
5616,3352,"discuss objects in the environment: long/short, tall/short, wide/narrow, longer,shorter, wider than"
5617,3352,sort objects according to length
5618,3353,"select appropriate coins in simple shopping activities,"
5619,3353,sort and name coins up to 5 cents
5620,3353,"use correct vocabulary: buy, sell, spend, coins, cents,how much?"
5621,3355,"morning/evening, night/day, lunchtime, bedtime, early/late, days of the week, school days, weekends"
5622,3355,record weather for each day on a chart
5623,3355,use the language of time to discuss events
5624,3356,order pictures in correct time sequence
5625,3356,pupils state the order of familiar events
5626,3356,sequence events in familiar stories and rhymes
5627,3357,check using balance; discuss
5628,3357,"compare pairs of objects that look alike but are different in weight, e.g. golf ball and plastic squash ball"
5629,3357,"present simple problems, e.g. pupils estimate (guess) by handling; which object is heavier or lighter?"
5630,3358,handle and describe objects using the vocabulary of weight
5631,3358,"heavy/light, heavier/lighter, balance, weigh"
5632,3358,sort objects into heavy or light sets
5633,3359,add one more to a given set
5634,3359,"combine two sets, state total"
5635,3359,record pictorially
5636,3360,identify pairs of related facts: 1 and 2 is the same as 2 and 1
5637,3360,"identify the ways in which the numbers can be modelled using concrete objects: 4 and 1, 2 and 2, 1 and 2 and 1"
5638,3361,count rearranged number arrays and observe that the number does not change
5639,3362,count down to zero
5640,3362,counting back number rhymes
5641,3362,remove pencils from a jar until none is left
5642,3362,show an empty basket; how many apples in it?
5643,3362,show the numeral
5644,3363,draw numerals in sand or with thick crayon
5645,3363,present sets to match a numeral and vice versa
5646,3363,trace numerals cut out of sandpaper or carpet
5647,3363,use counters or objects to form number patterns
5648,3364,"Joan has 2 crayons, Sean has 3 crayons, how many altogether?"
5649,3364,"teacher presents a problem orally, pupils use counters to solve it"
5650,3364,"you have 3 sandwiches for lunch, you eat 2, how many are left? Zero can be used when there are none left"
5651,3365,estimate using a known set
5652,3365,tell at a glance how many objects are in a set
5653,3365,"without counting, classify the other sets as less than/about the same as/more than the given set"
5654,3366,partition sets of objects with a pencil or straw to show component parts
5655,3366,record pictorially
5656,3367,record by drawing
5657,3367,use one-to-one matching to determine equality and inequality (more than/less than/same as)
5658,3368,arrange sets of objects in ascending order
5659,3368,order number cards; match them with sets and number patterns
5660,3368,order rods and number strips by length
5661,3369,"the first colour is red, the last colour is blue"
5662,3369,who is first/last in the line?
5663,3370,"count objects, pushing them aside while counting"
5664,3370,count regular arrays or rows before random groups
5665,3370,use number rhymes and stories
5666,3371,which two shapes go together to cover a square?
5667,3372,"directed sorting of 2-D shapes with different criteria, e.g. round/not round, thick/thin"
5668,3375,make constructions with 3-D shapes and discuss them
5669,3375,"things that do/do not roll, do/do not fit together"
5670,3376,"directions: moving in straight/curved lines, in a circle,"
5671,3376,finding own space
5672,3376,"position: over, under, up, down, on, beside, in"
5673,3377,how many different patterns of 10 can you make?
5674,3377,how many numbers can you arrange in pairs?
5675,3377,teacher makes a pattern (array) using a number of counters; child creates a different array using the same number of counters
5676,3378,"copy and extend patterns using beads and blocks, by drawing and colouring e.g. 2 blue, 3 red; 3 circles, 1 square; 2 big beads, 1 small bead; red, blue, yellow"
5677,3378,discuss
5678,3379,"10, 9, _, _, 6, 5, 4, 3, _ , _"
5679,3379,"find the missing numbers: 2, 3, 4, _, 6, 7"
5680,3380,discuss and compare results
5681,3380,discuss the need for a common baseline
5682,3380,pictures or models are arranged in columns or rows in one-to-one correspondence
5683,3380,pupil is given picture or model of a pet
5684,3380,pupils choose between two types of pet
5685,3381,sort by two criteria: red toys with wheels
5686,3381,"sort into two groups by one criterion: with/without wheels, red/not red shapes"
5687,3382,"compare the capacity of two very different containers, noting that both can hold the same amount"
5688,3382,"compare three containers; arrange in order of capacity; label, e.g. holds more/holds most"
5689,3382,fill one container and pour contents into another
5690,3384,children work in pairs
5691,3384,estimate (guess) how many spoons or egg-cups of sand or dried peas will fill the cup
5692,3384,how many jugs of water will fill the bucket?
5693,3384,present simple problems:
5694,3384,record results using one counter for each cup or jug poured
5695,3384,use the same unit to fill two different containers; check by measuring
5696,3385,discuss reasons for choice
5697,3385,How can we find the capacity of the bucket?
5698,3385,present simple problems:
5699,3385,Which unit will we use (teaspoons or cups)?
5700,3386,identify: as long as/as wide as/longest/shortest
5701,3388,"estimate, and check by measuring"
5702,3388,"how many lollipop sticks do you think will fit along the length of the table? Guess, check and discuss"
5703,3389,"How can we find out which is wider, the door or the table?"
5704,3389,present simple problems:
5705,3389,Which unit will we use (stick or pencil)?
5706,3390,exchange a number of coins for a single coin of equal value and vice versa
5707,3390,"use coins in shopping activities, tender appropriate coins, calculate change"
5708,3390,"use correct vocabulary: cost, price, cheap/expensive, change, too much/too little"
