english,irish
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
use appropriate timelines,línte ama cuí a úsáid
"listen to, discuss, retell and record a range of stories from the lives of people who have made a contribution to local and/or national life and to the lives of people in other countries through technological, scientific, cultural and artistic activities","éisteacht le raon scéalta as saol daoine a chuir leis an saol áitiúil nó leis an saol náisiúnta agus le saol daoine i dtíortha eile trí ghníomhaíochtaí teicneolaíocha, eolaíocha, cultúrtha agus ealaíonta, chomh maith le scéalta as saol daoine a chuir le h"
listen to local people telling stories about their past,éisteacht le daoine de chuid na háite ag insint scéalta faoin am atá thart
"express or record stories through oral and written forms, art work, music, drama, mime, movement and information and communication technologies","scéalta a léiriú nó a thaifeadadh trí iad a insint nó a scríobh, nó trí obair ealaíne, trí dhrámaíocht, mhím nó ghluaiseacht"
examine and begin to make deductions from some simple relevant evidence,píosaí simplí fianaise a bhfuil baint acu le hábhar a scrúdú agus tosú ar thátail a bhaint astu
discuss the attitudes and motivations of characters,dearcadh agus inspreagadh pearsan a phlé
discuss the actions and feelings of characters,gníomhartha agus mothúcháin na bpearsan a phlé
"discuss chronology of events (beginning, middle, end) in a story","cróineolaíocht imeachtaí i scéal a phlé (an tús, an lár, an deireadh)"
"become aware of the lives of women, men and children from different social, cultural, ethnic and religious backgrounds, including the lives of 'ordinary' as well as 'more famous' people","eolas a chur ar shaol ban, fear agus páistí ó chúlraí éagsúla sóisialta, cultúrtha, eitneacha agus reiligiúnacha, saol 'gnáthdhaoine' san áireamh, chomh maith le saol daoine 'níos cáiliúla'"
"listen to, discuss, retell and record a range of myths and legends from various cultural, ethnic and religious backgrounds in Ireland and other countries","éisteacht le raon miotas agus finscéalta ó chúlraí éagsúla cultúrtha, eitneacha agus creidimh in Éirinn agus i dtíortha eile, iad a phlé, a athinsint, agus a thaifeadadh"
"express or record stories through oral and written forms, art work, drama, mime, movement and information and communication technologies","scéalta a léiriú nó a thaifeadadh trí iad a insint nó a scríobh nó trí obair ealaíne, dhrámaíocht, mhím nó ghluaiseacht agus úsáid a bhaint as teicneolaíocht an eolais agus na cumarsáide"
"distinguish between fictional accounts in stories, myths and legends and real people and events in the past","cuntais fhicseanacha i scéalta, miotais agus finscéalta agus daoine agus imeachtaí réadúla san am atá thart a idirdhealú"
discuss the chronology of events in the stories,cróineolaíocht na n-imeachtaí sna scéalta a phlé
discuss the actions and feelings of characters,gníomhartha agus mothúcháin na bpearsan a phlé
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
investigate the development of present buildings and the history of earlier school buildings,tógáil na bhfoirgneamh atá ann faoi láthair agus stair na bhfoirgneamh a bhí ann roimhe seo a iniúchadh
examine old roll books or other records; if possible old handwriting copybooks,"seanrollaí scoile agus taifid eile a scrúdú; sean-chóipleabhair pheannaireachta, más féidir"
compare school furniture and equipment of the past and the appearance of the classroom with those of today,troscán agus fearas na scoile mar aon le cruth an tseomra ranga san am atá thart a chur i gcomparáid leis an gcaoi a bhfuil cúrsaí sa lá atá inniu ann
become familiar with the story of the school's founder(s),eolas a chur ar scéal bhunaitheoir(í) na scoile
attempt to reconstruct a school day in the past using a range of simple evidence,"iarracht a dhéanamh lá scoile san am atá thart a athchruthú, ag baint leasa as raon d'fhianaise shimplí"
"study a period or periods in the history of the local village, town, city area, townland, parish or county","staidéar a dhéanamh ar thréimhse nó ar thréimhsí i stair an cheantair, an bhaile mhóir, cheantar na cathrach, an bhaile fhearainn, an pharóiste nó an chontae"
"collect related local ballads, stories and traditions","bailéid, scéalta agus traidisiúin de chuid na háite a bhfuil baint acu lena chéile a bhailiú"
"become familiar with important events in the history of the locality, referring to the wider national context where relevant; possible events might include","eolas a chur ar imeachtaí tábhachtacha i stair na háite, á gceangal sin leis an gcomhthéacs náisiúnta de réir mar a thagann sin i gceist; ar na himeachtaí a d'fhéadfaí a chur san áireamh tá:"
present findings using a variety of media and appropriate timelines,"torthaí fionnachtana a chur i láthair, ag baint leasa as meáin éagsúla agus línte ama cuí"
explore aspects of personal family history or the family history of a person known to him/her,gnéithe de stair a m(h)uintire féin nó de stair mhuintire duine éigin ar a bhfuil aithne aige/aici a iniúchadh
examine changes and examples of continuity in the lives of parents and grandparents,athruithe agus samplaí de leanúnachas i saol na dtuismitheoirí agus na seanaithreacha/seanmháithreacha a scrúdú
collect and use a range of simple historical evidence,raon d'fhianaise shimplí staire a bhailiú agus a úsáid
present findings using a variety of media and appropriate timelines,"torthaí fionnachtana a chur i láthair, ag baint leasa as meáin éagsúla agus línte ama cuí"
explore changes which have taken place in the home and other homes in the area,na hathruithe atá tagtha ar a (h)áitreabh féin mar aon le háitribh eile sa cheantar a iniúchadh
