english,irish
"raw materials, process and products distribution and sales","amhábhair, próisis agus táirgí dáileadh agus díol"
"role of county, national and rural service agencies and companies","páirt gníomhaireachtaí seirbhíse agus comhlachtaí a ghníomhaíonn sa chontae, sa tír agus faoin tuath"
"role of cultural, sporting and other voluntary associations",an pháirt a ghlacann cumainn chultúrtha agus spóirt agus cumainn dheonacha nach iad
role of industrial agencies,páirt gníomhaireachtaí tionsclaíocha
sale and distribution of farm produce,díol agus dáileadh táirgí feirme
Services:,Seirbhísí
site and location factors of a factory or industry,tosca a bhaineann le láithreán agus suíomh monarchan nó tionscail
suggestions for the improvement of service,moltaí d'fhonn an tseirbhís a fheabhsú
"tourism, leisure and recreation","turasóireachta, fóillíochta agus caithimh aimsire"
"Tourism, leisure and recreation:","Turasóireacht, fóillíocht agus caitheamh aimsire"
"types of tourism, people who visit the area","saghsanna turasóireachta, daoine a thagann ar cuairt chuig an gceantar"
types of trees grown and their uses,na saghsanna crann a fhástar agus an úsáid a bhaintear astu
what makes place attractive to tourists,cad a mheallann turasóirí chuig áit
work of forester during the seasons,obair an fhoraoiseora i rith na séasúr
work of people employed,obair na ndaoine atá fostaithe
work of people involved,obair na ndaoine atá páirteach iontu
work of people involved,obair na ndaoine atá páirteach iontu
work of the farmer through the year,obair an fheirmeora i rith na bliana
"work over the lifetime of the forest, the forestry cycle","obair i rith shaol na foraoise, timthriall na foraoiseachta"
workers on fishing boats and on shore,oibrithe ar bháid iascaigh agus ar thalamh tirim
causes and effects of homelessness,cúiseanna agus torthaí daoine bheith gan dídean tí
"change, reconstruction and re-use of buildings","athrú, atógáil agus athúsáid foirgneamh"
common building materials and patterns and their relationship to the environment,ábhair thógála agus patrúin choitinne agus a ngaol leis an imshaol
"different types of homes in the area, including houses, cottages, flats, caravans, trailers, mobile homes","saghsanna éagsúla áitreabh sa cheantar: tithe, iostáin, árasáin, carbháin, leantóirí, tithe so-aistrithe san áireamh"
"effect of weathering, pollution and other processes on appearance of buildings","torthaí síonchaithimh, truaillithe agus próiseas eile ar chuma foirgneamh"
location and uses of buildings,suíomh agus feidhmeanna foirgneamh
origins of the settlement,bunús na lonnaíochta
"place-names, street names: their origins and meaning","logainmneacha, ainmneacha sráideanna: a mbunús agus a gciall"
shape or layout of features in the area in dispersed (e.g. single farmhouse) and/or collective settlements (e.g. groups of homes or buildings),cruth nó leagan amach gnéithe lonnaíochtaí sa cheantar scaipthe (m.sh. teach feirme aonair) nó i lonnaíochtaí tiomsaitheacha (m.sh. grúpaí d'áitribh nó d'fhoirgnimh)
how people in these areas depend on each other,mar a bhraitheann daoine sna ceantair seo ar a chéile
interdependence of local people and people in other parts of Ireland and the world,comhspleáchas daoine áitiúla agus daoine in áiteanna eile in Éirinn agus sa domhan
people who live and work in these areas,daoine a chónaíonn agus a shaothraíonn sna ceantair seo
respecting and valuing diversity in the community,urraim agus meas a bheith ar ilghnéitheacht sa phobal
role of community groups and organisations,an pháirt a ghlacann grúpaí agus eagraíochtaí sa phobal
"electronic media (e.g. satellites, internet)","meáin leictreonacha (m.sh. satailítí, an t-idirlíon)"
postal and telecommunications,cumarsáid poist agus teileafóin
"road, rail, air, water, pipelines (e.g. gas)","bóithre, iarnróid, aer, uisce, píblínte (m.sh. gás)"
"major non-governmental organisations (NGOs) (e.g. Trócaire, Red Cross)","na príomheagraíochta neamhrialtais (m.sh Trócaire, an Chros Dhearg)"
United Nations High Commission for Refugees (UNHCR),Ardchoimisiún na Náisiún Aontaithe do Dhídeanaithe (UNHCR)
causes:,cúiseanna
effects:,tionchar
environmental factors,tosca imshaoil
natural disasters,tubaistí nádúrtha
on families and communities,ar theaghlaigh agus ar phobail
on land and environment,ar thalamh agus ar imshaoil
on population movements,ar ghluaiseachtaí daonra
social and economic factors,tosca sóisialta agus eacnamaíocha
"unequal distribution of land, resources or food","dáileadh míchothrom talún, acmhainní nó bia"
"effect on recipients, appropriate technology","a thionchar ar an bhfaighteoir, teicneolaíocht chuí"
"commodities used by people in Ireland (e.g. sugar, tea, coffee, bananas, rubber, oil)","earraí tráchtála a úsáideann daoine in Éirinn (m.sh. siúcra, tae, caife, bananaí, ruibéar, ola)"
environment where they are produced,an t-imshaol ina dtáirgtear iad
"manufacturing, sale and distribution in Ireland","déantúsaíocht, díol agus dáileadh in Éirinn"
"terms of trade, fair or unfair trade conditions","téarmaí trádála, dálaí trádála córa nó éagóracha"
trading of these products,trádáil na dtáirgí seo
where and how they are produced,cá háit a dtáirgtear iad agus conas
work of people who produce these products,obair na ndaoine a sholáthraíonn na táirgí seo
"art and culture, customs and traditions","ealaín agus cultúr, nósanna agus traidisiúin"
clothes,éadaí
homes and settlements,bailte agus lonnaíochtaí
interrelationships of the lives of people and these features,an chomhghaolmhaireacht idir saol na ndaoine agus na gnéithe seo
language(s),teanga(cha)
location of these areas,suíomh na gceantar seo
major cities (e.g. cities in European or other countries),mórchathracha (m.sh. cathracha i dtíortha Eorpacha agus i dtíortha eile)
peoples and communities that live there,na daoine agus na pobail a chónaíonn iontu
"play and pastimes, leisure interests","súgradh, imeachtaí fóillíochta agus caitheamh aimsire"
population growth or decline,fás nó meath faoin daonra
settled and nomadic lifestyles,nósanna socraithe agus nósanna fánaíochta maireachtála
shanty towns,bailte seantán
similarities and differences between these places and Ireland,cosúlachtaí agus éagsúlachtaí idir na háiteanna seo agus Éire
some major features of the natural environment,roinnt príomhghnéithe den imshaol nádúrtha
"trade, historic and other links these peoples have with Ireland","ceangail tráchtála, staire agus eile atá ag na daoine seo le hÉirinn"
transport and communications,iompar agus cumarsáid
"work and work-places (e.g. farming or other primary producers, industry, services, tourism)","obair agus ionaid oibre (m.sh. feirmeoireacht agus buntáirgeoirí eile, tionscal, seirbhísí, turasóireacht)"
changes to natural environments and their causes,athruithe ar imshaoil nádúrtha agus na cúiseanna leo sin
"interrelationship of these features and the lives and work of people (e.g. lakes used as tourism attraction, river supplying power, mountains influencing farming)","an comhghaol atá ag na gnéithe seo le saol agus le hobair na ndaoine (m.sh. lochanna á n-úsáid chun turasóirí a mhealladh, aibhneacha ag soláthar uisce, sléibhte ag dul i gcion ar fheirmeoireacht)"
"major natural features, flora and fauna","príomhghnéithe nádúrtha, plandaí agus fána"
"a service or services available in the area (e.g. postal service, banking, local authority, library services, health services, retailing, power and energy supply)","seirbhís nó seirbhísí atá ar fáil sa cheantar (m.sh. seirbhísí poist, baincéireacht,údarás áitiúil, seirbhísí leabharlann,seirbhísí sláinte, miondíol, soláthar fuinnimh)"
"awareness of different types of farming (e.g. tillage, livestock, dairy or mixed farming, horticulture, fish farming, organic farming)","feasacht ar shaghsanna difriúla feirmeoireachta (m.sh. curaíocht, beostoc,déiríocht nó feirmeoireacht mheasctha,gairneoireacht, feirmeoireacht éisc, feirmeoireacht orgánach)"
benefits and disadvantages of tourism,sochair agus míbhuntáistí na turasóireachta
benefits and possible disadvantages for people and the environment in the area,"buntáistí, agus míbhuntáistí b'fhéidir, do dhaoine agus don imshaol sa cheantar"
"caring for facilities, ideas for improving facilities","cúram á dhéanamh d'áiseanna, moltaí d'fhonn áiseanna a fheabhsú"
"changes in Irish agriculture (e.g.mechanisation, new technologies, environmental issues, markets, land use)","athruithe i gcúrsaí talmhaíochta in Éirinn (m.sh. meicniú, teicneolaíocht nua,saincheisteanna imshaoil, margaí, úsáid na talún)"
"changing patterns of industry (e.g. closure of older factories, growth of new industry)","patrúin mhalartacha tionscail (m.sh. seanmhonarchana á ndúnadh, tionscail nua ag fás)"
development of fishing industry,forbairt thionscal na hiascaireachta
effect of forests on landscape and the environment,tionchar foraoiseacha ar an tírdhreach agus ar an imshaol
"factors and activities affecting the life of farmers and farm families in Ireland (e.g. farm tourism and diversification, influence of EU)","tosca agus gníomhaíochtaí a théann i gcion ar shaol feirmeoirí agus ar shaol teaghlach feirme in Éirinn (m.sh.turasóireacht feirme agus éagsúlú, tioncharan Aontais Eorpaigh)"
fishing and the environment,iascaireacht agus an t-imshaol
Fishing:,Iascaireacht
Food and farming:,Bia agus feirmeoireacht
forestry and industry,foraoiseacht agus tionscal
Forestry:,Foraoiseacht
importance of local enterprise,tábhacht treallúis áitiúil
importance of service to the lives of people,tábhacht na seirbhíse i saol na ndaoine
Industry:,Tionscal
influence of soils and other factors on farming,tionchar ithreacha agus tosca eile ar fheirmeoireacht
infrastructure,an bonneagar
"investigate location, buildings and layout of a local farm","suíomh, foirgnimh agus leagan amach feirme áitiúla a imscrúdú"
"local interests, pastimes and customs","achair spéise, caitheamh aimsire agus nósanna áitiúla"
location factors for forests,tosca a bhaineann le suíomh foraoiseacha
"location of fishing areas, types of fish caught","suíomh na gceantar iascaireachta, na cineálacha iasc a mharaítear"
people and work involved in associated activities,na daoine agus an obair atá i gceist i ngníomhaíochtaí gaolmhara
"promotion of tourism, leisure and recreation industry in Ireland and abroad","turasóireacht, fóillíocht agus caitheamh aimsire á gcothú mar thionscal in Éirinn agus thar lear"
"raw materials, process and products distribution and sales","amhábhair, próisis agus táirgí dáileadh agus díol"
"role of county, national and rural service agencies and companies","páirt gníomhaireachtaí seirbhíse agus comhlachtaí a ghníomhaíonn sa chontae, sa tír agus faoin tuath"
